,x
19627,0.2
19628,0
19629,0.2
19630,0.2
19631,0
19632,1.4
19633,1.6
19634,0
19635,1.6
19636,2.1
19637,0.5
19638,-1.5
19639,2.1
19640,0.2
19641,1.6
19642,0
19643,0
19644,-0.65
19645,0
19646,-1.25
19647,0.1
19648,0.75
19649,0.2
19650,0.2
19651,-0.8
19652,0.2
19653,-1
19654,0
19655,-2.5
19656,0.15
19657,0
19658,0
19659,-1
19660,-1.5
19661,-0.75
19662,1.6
19663,-0.75
19664,0.1
19665,0.5
19666,0.2
19667,0.05
19668,0.5
19669,0.2
19670,-1
19671,0.05
19672,-0.75
19673,0
19674,0
19675,1
19676,-0.75
19677,-0.75
19678,0
19679,0
19680,0.2
19681,0
19682,1.6
19683,0.2
19684,-0.25
19685,0
19686,-0.5
19687,-0.75
19688,1.6
19689,0
19690,0.2
19691,-0.75
19692,-0.25
19693,0.25
19694,-0.5
19695,0
19696,-0.75
19697,0.2
19698,0
19699,0.2
19700,0
19701,0
19702,-0.75
19703,0.55
19704,0
19705,-0.5
19706,0
19707,1.1
19708,0.2
19709,0.4
19710,-1
19711,-1.35
19712,-0.75
19713,0.2
19714,-1.7
19715,1.6
19716,0.4
19717,-0.75
19718,1.6
19719,-0.75
19720,0.2
19721,-1.7
19722,0.15
19723,0.2
19724,-0.25
19725,0.25
19726,0
19727,0
19728,-1.5
19729,-1.35
19730,-0.75
19731,1.25
19732,1.6
19733,0.2
19734,-1.75
19735,-2.25
19736,-3
19737,-2
19738,-1.5
19739,0.2
19740,-0.75
19741,0.25
19742,0
19743,0.2
19744,-0.25
19745,-0.75
19746,0.25
19747,-1.25
19748,-0.6
19749,0
19750,-0.75
19751,-0.75
19752,1.6
19753,0.2
19754,0
19755,0.5
19756,-2.5
19757,0.2
19758,2.75
19759,0.15
19760,0.2
19761,1.6
19762,0
19763,1.4
19764,0
19765,0.2
19766,0
19767,-0.5
19768,-1
19769,0.2
19770,0.6
19771,0.2
19772,-0.25
19773,0.75
19774,-0.75
19775,-0.75
19776,-0.75
19777,0.5
19778,0.5
19779,0
19780,-1.5
19781,0.55
19782,0.25
19783,0.2
19784,0.25
19785,0
19786,0
19787,-1.35
19788,0
19789,0.2
19790,-0.25
19791,1.6
19792,-0.75
19793,0.5
19794,-0.6
19795,0
19796,0.1
19797,0.2
19798,0.5
19799,-1.1
19800,0.6
19801,0
19802,0
19803,1.6
19804,0.2
19805,-2
19806,0
19807,-0.25
19808,0.5
19809,-1
19810,0.2
19811,-0.25
19812,0.6
19813,0.05
19814,0
19815,0.6
19816,-1.45
19817,-0.25
19818,-1.05
19819,0
19820,1.15
19821,0.25
19822,-0.6
19823,-0.25
19824,0.8
19825,1.6
19826,0.2
19827,0.6
19828,-0.75
19829,0
19830,0
19831,0
19832,0.75
19833,-2
19834,-1.25
19835,-1.25
19836,0
19837,0.2
19838,-0.5
19839,0
19840,-0.1
19841,0
19842,0
19843,-0.25
19844,1.6
19845,0.25
19846,-0.75
19847,-0.75
19848,-1.25
19849,0
19850,-1.25
19851,0.2
19852,-1.25
19853,0
19854,-1.35
19855,0.2
19856,-0.75
19857,-1.25
19858,1.25
19859,-0.1
19860,0.2
19861,0.2
19862,1.6
19863,0.6
19864,1.6
19865,-0.25
19866,-1.25
19867,0.2
19868,-0.75
19869,0.25
19870,0
19871,-1
19872,1.6
19873,-0.75
19874,0.2
19875,0.2
19876,-1.25
19877,-0.5
19878,1.2
19879,-0.25
19880,-0.75
19881,-0.25
19882,1.45
19883,0.2
19884,0
19885,1.6
19886,-1.25
19887,0
19888,0.25
19889,0.2
19890,-1.3
19891,0.2
19892,-0.25
19893,0
19894,1.6
19895,-0.25
19896,0.2
19897,-0.75
19898,1.25
19899,0
19900,0
19901,1.6
19902,-0.75
19903,0.25
19904,0
19905,-0.6
19906,0
19907,-0.25
19908,0
19909,0
19910,-0.75
19911,0.6
19912,-0.2
19913,0.75
19914,0
19915,0.2
19916,0.2
19917,-0.35
19918,-1.25
19919,0.2
19920,0.2
19921,0.2
19922,0.5
19923,0.2
19924,-1.25
19925,-2.25
19926,-1.25
19927,-1.25
19928,-0.75
19929,0.6
19930,0.2
19931,-0.75
19932,-1.25
19933,0.2
19934,1.6
19935,0.2
19936,0.2
19937,1.6
19938,-1.25
19939,0.2
19940,-0.8
19941,0.2
19942,-1.05
19943,0.2
19944,0.2
19945,0.1
19946,-1.5
19947,-0.8
19948,-1.25
19949,0.75
19950,1.6
19951,-0.75
19952,0.2
19953,0
19954,-1.25
19955,0.4
19956,-0.75
19957,0.2
19958,-0.75
19959,-0.5
19960,-1.25
19961,-1.25
19962,-0.4
19963,-0.55
19964,0.85
19965,1
19966,0.15
19967,-0.75
19968,-0.25
19969,0.2
19970,0.2
19971,0
19972,0.2
19973,0
19974,-0.25
19975,0.75
19976,1.6
19977,-0.75
19978,-0.75
19979,0.2
19980,0
19981,-1
19982,0.25
19983,0
19984,0.25
19985,0
19986,0.2
19987,0.2
19988,0.2
19989,0.45
19990,0.2
19991,-0.75
19992,1.25
19993,0.2
19994,0
19995,-1.25
19996,0
19997,-1.45
19998,1.6
19999,-0.75
20000,-0.9
20001,0.2
20002,0.2
20003,0
20004,0
20005,0.2
20006,1.6
20007,-1
20008,-0.25
20009,1.25
20010,0.2
20011,0.2
20012,0.2
20013,-0.25
20014,-0.75
20015,-1.75
20016,0
20017,0.2
20018,0.2
20019,-1.3
20020,1.6
20021,-0.8
20022,0.2
20023,0.2
20024,-0.75
20025,-0.75
20026,0
20027,-1.25
20028,-0.5
20029,1.6
20030,1.6
20031,0.2
20032,0
20033,-0.25
20034,0
20035,0.2
20036,-0.1
20037,0
20038,0
20039,0.25
20040,1.6
20041,-0.8
20042,1.6
20043,0.2
20044,1.6
20045,-0.75
20046,1.6
20047,-0.5
20048,0
20049,0
20050,0.2
20051,-0.25
20052,0.9
20053,0.2
20054,0.2
20055,0
20056,0.2
20057,0.25
20058,1.25
20059,-0.75
20060,0
20061,1.6
20062,0.2
20063,-0.75
20064,-1.55
20065,1.6
20066,0.2
20067,-2
20068,-1.25
20069,0.45
20070,0.5
20071,0
20072,0.2
20073,0
20074,0.2
20075,0.2
20076,0
20077,0.8
20078,0.2
20079,-0.35
20080,1.6
20081,-1
20082,0
20083,0
20084,-0.75
20085,0.2
20086,1.6
20087,-0.75
20088,-1.25
20089,-0.25
20090,0.2
20091,-0.75
20092,0.2
20093,0.2
20094,0
20095,-0.65
20096,1.6
20097,0.75
20098,0.2
20099,0.15
20100,0.2
20101,-0.35
20102,0.2
20103,1
20104,-1.25
20105,0.2
20106,-0.35
20107,1.6
20108,1.25
20109,1.6
20110,0.2
20111,0
20112,-1.5
20113,0.5
20114,0.25
20115,0.8
20116,0.35
20117,-0.75
20118,0.2
20119,-0.75
20120,0.2
20121,0.2
20122,0.2
20123,0.2
20124,0.25
20125,-0.6
20126,0.2
20127,0
20128,1.6
20129,-1.25
20130,0.15
20131,0.6
20132,0.2
20133,-2.25
20134,-0.25
20135,0
20136,0.2
20137,-0.75
20138,1.6
20139,0.2
20140,0.2
20141,-0.25
20142,0.2
20143,0
20144,0.9
20145,1.6
20146,0.2
20147,0.75
20148,0
20149,1.6
20150,0.8
20151,-0.6
20152,-0.5
20153,0
20154,-0.5
20155,0
20156,-0.4
20157,1.6
20158,1.6
20159,0.2
20160,0.2
20161,0
20162,1.6
20163,0.2
20164,0.2
20165,0
20166,0
20167,-2.15
20168,-1.85
20169,0.6
20170,0
20171,0.2
20172,0.2
20173,-1.75
20174,-0.4
20175,0.25
20176,-0.75
20177,0.2
20178,0.2
20179,-0.75
20180,1.6
20181,0.2
20182,0.2
20183,0.2
20184,-0.75
20185,0.75
20186,0.2
20187,-2.25
20188,-0.25
20189,0
20190,0.2
20191,0.2
20192,0.25
20193,0.6
20194,-0.75
20195,0.6
20196,0.75
20197,0.2
20198,-0.6
20199,-2.1
20200,0
20201,0.2
20202,-1
20203,0
20204,1.6
20205,0.8
20206,0
20207,0
20208,0.2
20209,-0.25
20210,-0.75
20211,0
20212,1
20213,-2
20214,0
20215,-0.5
20216,0
20217,0
20218,0.2
20219,0.6
20220,1.6
20221,-1.1
20222,-0.75
20223,1.6
20224,-0.6
20225,0
20226,0.2
20227,0.2
20228,-0.25
20229,0
20230,-0.6
20231,0
20232,1.6
20233,-1
20234,0
20235,0.2
20236,0.2
20237,0
20238,0.05
20239,0
20240,0.2
20241,1.35
20242,-0.75
20243,0
20244,0.2
20245,-0.35
20246,0
20247,0.3
20248,-0.75
20249,0
20250,0.9
20251,-1
20252,0.6
20253,-0.25
20254,-1.25
20255,0
20256,-0.5
20257,0.5
20258,0
20259,1.6
20260,1.6
20261,0
20262,0.2
20263,0.8
20264,0.2
20265,-0.75
20266,-0.4
20267,-0.75
20268,0.1
20269,-0.75
20270,0.5
20271,0.5
20272,-0.75
20273,-0.75
20274,0
20275,0.2
20276,-0.75
20277,0.2
20278,-2
20279,-1
20280,-0.75
20281,-0.4
20282,-0.75
20283,-1.15
20284,0.6
20285,0.25
20286,0.2
20287,-0.4
20288,-0.25
20289,1.1
20290,0.2
20291,-1.5
20292,-0.75
20293,-0.75
20294,0.5
20295,0.35
20296,-1.15
20297,0.2
20298,-0.75
20299,-0.75
20300,1.6
20301,0
20302,0
20303,1.6
20304,0.2
20305,0.2
20306,0.85
20307,0.2
20308,0
20309,0
20310,0.2
20311,-0.75
20312,1.6
20313,0.2
20314,0
20315,0.8
20316,-0.75
20317,1.3
20318,0.2
20319,0.25
20320,0.2
20321,0.15
20322,1.6
20323,0.2
20324,0
20325,0.2
20326,0.2
20327,0
20328,0.15
20329,-1.25
20330,0.8
20331,0.2
20332,1.3
20333,-1.25
20334,-0.15
20335,-0.75
20336,0.1
20337,0.2
20338,-1.25
20339,0.2
20340,2
20341,0.8
20342,0.2
20343,0.2
20344,0.2
20345,0.2
20346,-1.25
20347,-1.25
20348,0.2
20349,-0.5
20350,0
20351,-0.25
20352,0.2
20353,-0.75
20354,0.2
20355,1.6
20356,-1.25
20357,0.5
20358,-0.75
20359,0
20360,-2.5
20361,-1.5
20362,-1.25
20363,-1.25
20364,-0.55
20365,-0.75
20366,-1
20367,0.2
20368,0.2
20369,0.6
20370,0.2
20371,0
20372,-0.75
20373,0.2
20374,-0.6
20375,0.1
20376,1.6
20377,0
20378,1.6
20379,-0.75
20380,0.2
20381,0.5
20382,0
20383,1.6
20384,-1.25
20385,0.8
20386,-0.25
20387,-0.25
20388,0.2
20389,-0.75
20390,0.2
20391,-0.25
20392,0
20393,0.2
20394,0.2
20395,0
20396,0.2
20397,0
20398,0.4
20399,0
20400,1.55
20401,0.4
20402,0.2
20403,-0.5
20404,0.15
20405,0.2
20406,0.5
20407,0.4
20408,0
20409,0
20410,1.6
20411,0.6
20412,0
20413,0.6
20414,0
20415,-1.25
20416,0.2
20417,0.2
20418,0.5
20419,0.2
20420,1.6
20421,0.6
20422,-0.6
20423,-0.75
20424,0.8
20425,0.2
20426,1.9
20427,-0.15
20428,0
20429,0.2
20430,0.2
20431,0.85
20432,0.2
20433,0.6
20434,-0.75
20435,0.2
20436,-1.75
20437,1.1
20438,-0.75
20439,0.2
20440,0.2
20441,0.2
20442,1.5
20443,0.8
20444,0
20445,-0.75
20446,-0.75
20447,0.2
20448,0.2
20449,0.2
20450,0.2
20451,0.2
20452,-0.4
20453,0.2
20454,0
20455,0.2
20456,0.5
20457,-0.75
20458,-0.15
20459,0
20460,0.2
20461,2
20462,0.2
20463,0.2
20464,0.25
20465,0.5
20466,0.8
20467,0.2
20468,0
20469,0.55
20470,0.2
20471,1.6
20472,0.25
20473,-0.75
20474,0.25
20475,1.6
20476,0.6
20477,0.2
20478,0
20479,0.2
20480,0.5
20481,1.6
20482,0
20483,-0.2
20484,1.6
20485,-0.8
20486,0.2
20487,0.5
20488,0.6
20489,1.6
20490,0.25
20491,-0.75
20492,1.6
20493,0.15
20494,0
20495,0.2
20496,0.2
20497,0.2
20498,0.2
20499,-1
20500,-0.25
20501,0.2
20502,0.2
20503,0.4
20504,0
20505,-2
20506,0.2
20507,-0.25
20508,0.2
20509,0.2
20510,-0.25
20511,1.35
20512,0
20513,0.6
20514,0.6
20515,-1
20516,-2
20517,0.2
20518,0.2
20519,0.1
20520,0.2
20521,-0.75
20522,1.6
20523,0.2
20524,0.4
20525,0.4
20526,0.9
20527,0.2
20528,-1.25
20529,0
20530,0.2
20531,0.2
20532,0.2
20533,0.2
20534,0.5
20535,0.2
20536,-0.75
20537,0.2
20538,1.6
20539,-0.75
20540,0.2
20541,0.8
20542,-1
20543,0.2
20544,0.2
20545,0.2
20546,0.2
20547,1.1
20548,0.8
20549,-0.25
20550,-0.75
20551,0
20552,0.2
20553,1.4
20554,0.2
20555,-0.35
20556,0.2
20557,-2
20558,0.1
20559,-0.25
20560,0.2
20561,-1.8
20562,0
20563,-1.4
20564,1.6
20565,0.2
20566,0.15
20567,1.6
20568,-1.55
20569,0.2
20570,0.2
20571,0.2
20572,0.2
20573,0.2
20574,0.2
20575,0.2
20576,0.2
20577,0
20578,0.2
20579,0.2
20580,0.2
20581,0
20582,0.2
20583,0.1
20584,-1
20585,0.2
20586,-1
20587,-0.75
20588,0.4
20589,-0.75
20590,-0.5
20591,0.1
20592,0.2
20593,0
20594,0.2
20595,0
20596,0.2
20597,0.2
20598,0.2
20599,-1.6
20600,0.2
20601,1.6
20602,-0.5
20603,0.2
20604,1.6
20605,0.2
20606,1.6
20607,0.2
20608,1.6
20609,-1
20610,0
20611,0.2
20612,-2
20613,-2
20614,0.2
20615,0.35
20616,1.5
20617,-2
20618,1.6
20619,0.2
20620,0.2
20621,-1.25
20622,0.2
20623,1.6
20624,0.2
20625,-0.25
20626,1.6
20627,0
20628,1.6
20629,1.6
20630,-1.25
20631,0.2
20632,0.2
20633,0.2
20634,0.2
20635,1.6
20636,-0.25
20637,0.2
20638,0.2
20639,0
20640,0.2
20641,1.6
20642,0.2
20643,0
20644,0.2
20645,-0.25
20646,0.2
20647,0.8
20648,0.2
20649,-1.25
20650,-0.25
20651,-0.75
20652,0
20653,0
20654,0.2
20655,0.2
20656,1.6
20657,-0.8
20658,0.2
20659,1.1
20660,0.2
20661,0.6
20662,-0.55
20663,1.6
20664,-1
20665,0.2
20666,0.25
20667,0.2
20668,-0.75
20669,0.2
20670,0.75
20671,-0.25
20672,0.2
20673,0.2
20674,0
20675,-0.25
20676,0.2
20677,0.15
20678,0.2
20679,0.35
20680,0
20681,0.2
20682,0
20683,0.2
20684,0.2
20685,-0.25
20686,0.2
20687,0
20688,0.2
20689,-0.1
20690,0.2
20691,0.2
20692,-0.1
20693,0.2
20694,0.2
20695,0
20696,0.5
20697,-0.25
20698,0.25
20699,-0.25
20700,0.2
20701,-1.25
20702,0.2
20703,-0.25
20704,0.2
20705,-1.2
20706,-0.25
20707,0.2
20708,1.3
20709,0.2
20710,0.2
20711,0.2
20712,0
20713,-2.5
20714,-0.2
20715,0.2
20716,0.2
20717,-0.6
20718,0.2
20719,0.5
20720,0.4
20721,0.2
20722,0.2
20723,-0.6
20724,0.2
20725,0.2
20726,0.2
20727,0.2
20728,0.2
20729,0.25
20730,0.2
20731,-0.6
20732,0.2
20733,0.2
20734,0.7
20735,0.2
20736,0.2
20737,0.2
20738,-0.75
20739,0.85
20740,0.2
20741,0.2
20742,0.2
20743,0.2
20744,0.6
20745,1.6
20746,0.2
20747,1.6
20748,0.2
20749,0
20750,0.2
20751,0.2
20752,-0.75
20753,0
20754,0
20755,-0.5
20756,0.5
20757,-0.6
20758,-0.25
20759,0.1
20760,-1.25
20761,1.6
20762,0
20763,0.05
20764,0
20765,1.6
20766,0.8
20767,-0.25
20768,1.5
20769,0
20770,0.25
20771,-1
20772,0
20773,-1
20774,0
20775,0.6
20776,0.4
20777,1.85
20778,0
20779,0.5
20780,-1.35
20781,-0.5
20782,1.5
20783,-1.25
20784,0
20785,0
20786,0.4
20787,0
20788,-1.1
20789,0.75
20790,0.8
20791,-0.75
20792,-1.25
20793,0.8
20794,-1.25
20795,-0.75
20796,-0.75
20797,-0.1
20798,0
20799,0
20800,-1.25
20801,0.25
20802,0
20803,0.1
20804,-0.75
20805,-0.25
20806,1.6
20807,0
20808,1.6
20809,0
20810,-0.25
20811,0
20812,0
20813,0.25
20814,0
20815,-1
20816,1
20817,0.5
20818,-1
20819,-0.5
20820,-0.25
20821,0
20822,0.6
20823,-0.75
20824,0
20825,-1
20826,-0.75
20827,-0.6
20828,-0.35
20829,-0.75
20830,-0.5
20831,0.95
20832,-0.25
20833,-0.75
20834,0.75
20835,0
20836,1.6
20837,-0.75
20838,-1
20839,0
20840,-0.75
20841,0.35
20842,1
20843,-0.75
20844,0
20845,1.6
20846,-1
20847,-0.75
20848,0
20849,1.6
20850,-0.75
20851,-0.8
20852,0.05
20853,-1
20854,0.1
20855,-1.15
20856,1.6
20857,0.85
20858,-0.75
20859,0.6
20860,-2.5
20861,1.5
20862,0
20863,-0.75
20864,-1.25
20865,0.5
20866,0.4
20867,1.6
20868,0
20869,0
20870,1.6
20871,-0.75
20872,0.5
20873,0
20874,-0.4
20875,1.6
20876,1.55
20877,-0.4
20878,0.4
20879,-0.5
20880,-0.5
20881,-0.75
20882,0
20883,0.6
20884,0
20885,-1.25
20886,-0.25
20887,0
20888,-0.95
20889,-0.75
20890,0.15
20891,0
20892,-0.8
20893,-0.6
20894,0.6
20895,-0.75
20896,-0.25
20897,0
20898,0
20899,-0.25
20900,-0.45
20901,1.6
20902,0.35
20903,-0.5
20904,-0.75
20905,-0.75
20906,0
20907,0.4
20908,-2.25
20909,-0.8
20910,0
20911,-1
20912,0
20913,-2.8
20914,0
20915,0.6
20916,0.5
20917,0.55
20918,-1
20919,-0.75
20920,0.35
20921,-0.5
20922,-1.5
20923,-2
20924,-0.75
20925,1.6
20926,-0.75
20927,1.1
20928,-0.6
20929,-0.75
20930,0
20931,-0.25
20932,0
20933,0
20934,-1.6
20935,-0.1
20936,0
20937,0
20938,-0.25
20939,-2.5
20940,-0.75
20941,0.5
20942,0.6
20943,1.55
20944,1.6
20945,0.5
20946,-0.4
20947,0.25
20948,-1.25
20949,0
20950,-0.6
20951,0
20952,-0.75
20953,1.55
20954,-0.75
20955,-0.75
20956,-0.75
20957,-0.1
20958,-0.75
20959,-0.25
20960,0.75
20961,-0.25
20962,-0.75
20963,0.25
20964,0.5
20965,0.6
20966,1.6
20967,1.6
20968,0
20969,1.6
20970,-0.85
20971,-0.75
20972,1.6
20973,-0.4
20974,0
20975,1.6
20976,1.35
20977,0.75
20978,0.6
20979,0
20980,-0.8
20981,0.75
20982,-2.5
20983,0
20984,1.25
20985,-0.75
20986,0.6
20987,-1.35
20988,0.5
20989,-1.25
20990,-0.6
20991,-0.25
20992,1.6
20993,-1.75
20994,-0.5
20995,1.6
20996,-1.25
20997,0
20998,-0.75
20999,-1.25
21000,0
21001,0
21002,-0.75
21003,0
21004,1.6
21005,-1.75
21006,0
21007,0
21008,-0.25
21009,1.6
21010,-0.75
21011,-0.45
21012,-0.75
21013,-1.25
21014,-1.25
21015,0.35
21016,1.6
21017,0
21018,0
21019,1.6
21020,-0.75
21021,-0.75
21022,-0.75
21023,0.65
21024,-0.6
21025,0
21026,0
21027,0.8
21028,-0.75
21029,-0.75
21030,-0.75
21031,0
21032,0.1
21033,-0.75
21034,-0.75
21035,-0.25
21036,0.35
21037,1.6
21038,-2
21039,1.6
21040,0
21041,0
21042,-0.25
21043,0.5
21044,0
21045,-0.15
21046,-2.6
21047,0
21048,-0.3
21049,0.6
21050,0.4
21051,-0.25
21052,-0.6
21053,-2
21054,0
21055,0
21056,-0.4
21057,-0.05
21058,-0.6
21059,0
21060,-1.25
21061,-0.5
21062,-1.5
21063,-0.75
21064,0
21065,0
21066,0.75
21067,0
21068,0
21069,1.6
21070,0.5
21071,-0.75
21072,-0.25
21073,-0.75
21074,-0.6
21075,0.35
21076,-0.25
21077,-0.75
21078,-1.6
21079,-1.25
21080,-0.75
21081,-1.25
21082,-0.25
21083,-0.75
21084,-0.6
21085,-1
21086,1.6
21087,0.35
21088,0
21089,1.6
21090,0
21091,0
21092,0
21093,0.6
21094,0.5
21095,0
21096,-0.4
21097,1.6
21098,1.6
21099,0
21100,0.5
21101,-0.25
21102,0.9
21103,1.6
21104,0
21105,-0.75
21106,-0.75
21107,0
21108,-1.1
21109,-1
21110,-0.75
21111,0.5
21112,-0.25
21113,0.65
21114,0.6
21115,-0.15
21116,0
21117,-0.25
21118,-0.5
21119,0
21120,0.15
21121,1.6
21122,-1.6
21123,-0.25
21124,0
21125,0
21126,0
21127,-1.3
21128,1.6
21129,0
21130,-2.95
21131,1.6
21132,1.6
21133,0
21134,0.25
21135,0
21136,-0.25
21137,-1
21138,-1.25
21139,0.4
21140,-0.75
21141,-0.75
21142,1.6
21143,-0.75
21144,-0.75
21145,0
21146,-0.65
21147,1.6
21148,0
21149,-1
21150,-1.35
21151,1.6
21152,0.1
21153,0.25
21154,1.6
21155,0
21156,0.75
21157,-0.25
21158,0
21159,0
21160,-1
21161,-0.75
21162,0.5
21163,-0.25
21164,0.25
21165,0
21166,0.5
21167,0.5
21168,0.25
21169,-0.25
21170,1.6
21171,-0.5
21172,0
21173,-0.25
21174,0
21175,1.6
21176,1.2
21177,0
21178,-1
21179,0.15
21180,0.9
21181,1.6
21182,-0.35
21183,-0.75
21184,-0.35
21185,0
21186,-0.25
21187,0
21188,0
21189,-0.75
21190,-0.5
21191,-0.15
21192,0.75
21193,-0.05
21194,0
21195,1.6
21196,0.4
21197,-0.7
21198,0.25
21199,1.6
21200,0.6
21201,-2.5
21202,0
21203,0.8
21204,-0.75
21205,0.3
21206,0
21207,1.6
21208,-0.25
21209,0
21210,-2.5
21211,-0.2
21212,-1
21213,-0.25
21214,1.15
21215,-0.25
21216,0.2
21217,0
21218,1.6
21219,0.4
21220,1.6
21221,-0.25
21222,0.5
21223,0
21224,1.6
21225,1.2
21226,0
21227,0.25
21228,-0.5
21229,-0.75
21230,1.4
21231,-0.75
21232,0
21233,0
21234,0.8
21235,-0.9
21236,-1.65
21237,0
21238,-0.5
21239,-0.75
21240,0
21241,-0.75
21242,0
21243,0.15
21244,1.4
21245,-0.25
21246,1.6
21247,-0.15
21248,-0.75
21249,-1
21250,-0.25
21251,-0.8
21252,1.5
21253,1.5
21254,0.25
21255,0
21256,1.25
21257,0
21258,0
21259,-0.75
21260,1.6
21261,0
21262,0
21263,1.6
21264,-0.75
21265,0.5
21266,-0.25
21267,-0.25
21268,0.8
21269,-0.25
21270,1.6
21271,0
21272,0
21273,0
21274,0
21275,1.5
21276,0
21277,-0.6
21278,0.25
21279,-1.85
21280,0
21281,1.6
21282,-0.6
21283,-2.75
21284,0
21285,1.6
21286,0
21287,0.5
21288,0.75
21289,-0.25
21290,0
21291,-0.25
21292,-0.8
21293,-0.25
21294,-0.75
21295,0.6
21296,0
21297,0.5
21298,0
21299,-0.45
21300,0.75
21301,-0.45
21302,1.6
21303,0.1
21304,0.75
21305,-1.05
21306,1.6
21307,1.6
21308,0
21309,0.8
21310,0
21311,1.6
21312,-0.75
21313,-0.75
21314,-0.5
21315,0.25
21316,0
21317,0.5
21318,0
21319,0
21320,0.75
21321,-0.25
21322,-1.5
21323,1.6
21324,0
21325,0
21326,0
21327,-1
21328,-0.75
21329,-1.5
21330,-0.5
21331,0.55
21332,1.6
21333,-1.75
21334,1.55
21335,-0.25
21336,1.6
21337,-1.5
21338,-2.8
21339,0.5
21340,1.6
21341,0
21342,0
21343,1.6
21344,-0.2
21345,-1
21346,0.5
21347,-0.2
21348,1.6
21349,-1
21350,-1
21351,0.5
21352,0.75
21353,0
21354,0
21355,0
21356,-0.75
21357,0
21358,-1.15
21359,1.6
21360,1.6
21361,-0.75
21362,-2.5
21363,0
21364,-2
21365,-1.25
21366,-0.75
21367,0.5
21368,0.8
21369,-0.2
21370,1.6
21371,0.25
21372,0
21373,-0.35
21374,-0.25
21375,1.6
21376,-1
21377,-0.75
21378,-0.75
21379,-0.75
21380,0.6
21381,-0.25
21382,0
21383,1.6
21384,-0.75
21385,-0.25
21386,0.5
21387,0
21388,0
21389,0
21390,-0.75
21391,1.4
21392,0
21393,1.4
21394,-0.5
21395,0
21396,0
21397,1.6
21398,-2
21399,-0.25
21400,-1.75
21401,0.75
21402,-0.75
21403,0
21404,-0.75
21405,0.5
21406,-0.1
21407,-0.6
21408,0.4
21409,0
21410,0
21411,0
21412,0
21413,1.6
21414,0.35
21415,0.8
21416,2
21417,-0.25
21418,1.6
21419,1.6
21420,-0.5
21421,0.75
21422,0
21423,-0.8
21424,1.3
21425,-0.75
21426,0.7
21427,0.3
21428,-0.1
21429,-1.6
21430,-0.25
21431,-0.6
21432,0.4
21433,-0.75
21434,-0.25
21435,0.5
21436,0
21437,0
21438,-0.75
21439,-0.4
21440,0.1
21441,-0.75
21442,0
21443,-0.75
21444,-1.6
21445,-0.75
21446,1.6
21447,-0.75
21448,-1.5
21449,0.5
21450,0.75
21451,1.6
21452,0
21453,-0.75
21454,0
21455,0
21456,0.5
21457,-0.25
21458,0
21459,0
21460,0
21461,-0.75
21462,-0.85
21463,0.6
21464,-0.25
21465,-0.25
21466,0
21467,0
21468,-0.75
21469,1.6
21470,-0.5
21471,-0.6
21472,-0.75
21473,-0.75
21474,-1
21475,-0.75
21476,-0.75
21477,0
21478,0.5
21479,0
21480,-0.5
21481,-0.25
21482,-1
21483,-0.85
21484,0.5
21485,-0.5
21486,0
21487,-0.25
21488,0
21489,0.4
21490,0.9
21491,1.6
21492,-0.75
21493,0
21494,0.8
21495,1.1
21496,0.05
21497,0.95
21498,1.6
21499,-0.75
21500,1.5
21501,-1.55
21502,0.5
21503,-0.75
21504,-0.5
21505,-0.25
21506,-0.5
21507,0.8
21508,-0.75
21509,0
21510,0.35
21511,0
21512,1.3
21513,-0.75
21514,0
21515,-1
21516,-0.25
21517,0.25
21518,-2.5
21519,-0.5
21520,-2
21521,-0.25
21522,0
21523,-0.75
21524,0
21525,1.6
21526,0.6
21527,0.35
21528,0.6
21529,0.25
21530,-1.25
21531,0.4
21532,1.6
21533,0
21534,-0.75
21535,0
21536,0
21537,0.1
21538,0
21539,-0.5
21540,0
21541,-0.5
21542,-0.75
21543,-1
21544,-0.25
21545,0
21546,-1
21547,0
21548,0
21549,0.75
21550,0
21551,0.25
21552,-0.75
21553,-0.25
21554,-0.5
21555,-1.15
21556,-2
21557,1.6
21558,0.25
21559,0
21560,0.25
21561,-0.9
21562,-0.5
21563,-0.7
21564,0.55
21565,1.6
21566,1.6
21567,1.6
21568,-1.45
21569,0.4
21570,0
21571,1.2
21572,1.6
21573,1
21574,-0.75
21575,-0.25
21576,-0.75
21577,-1.25
21578,-0.75
21579,-3.1
21580,0
21581,-0.25
21582,-0.75
21583,0
21584,-0.75
21585,-0.6
21586,-0.75
21587,-0.75
21588,-0.75
21589,0.5
21590,-0.75
21591,-0.25
21592,0.5
21593,-1.25
21594,-1.25
21595,0
21596,-0.75
21597,0
21598,0.8
21599,0.35
21600,0
21601,-0.75
21602,0.6
21603,-0.5
21604,-0.75
21605,0.55
21606,-0.6
21607,-0.75
21608,0.35
21609,-0.5
21610,-1.6
21611,-0.5
21612,-0.35
21613,0
21614,-0.35
21615,-2.1
21616,-0.5
21617,0.5
21618,0.25
21619,0
21620,0.5
21621,-1.75
21622,-1.45
21623,0.65
21624,-1
21625,0
21626,-0.3
21627,-1.75
21628,0
21629,-1
21630,-0.6
21631,0.15
21632,-0.4
21633,1.6
21634,0
21635,-0.25
21636,1.6
21637,0
21638,0.4
21639,-1.25
21640,0.5
21641,-0.25
21642,0.4
21643,1.6
21644,-0.75
21645,-2.5
21646,1.4
21647,0
21648,0
